title,type,post_dttm,-1,0,1
ЦБ опустил официальный курс доллара ниже ₽103,economic,2025-01-15,0.015617768946929768,0.3480138283126997,0.6363684027403705
Минфин занял менее ₽10 млрд на первом в 2025 году аукционе гособлигаций,economic,2025-01-15,0.011935383596375497,0.8569301245179123,0.13113449188571216
Нацбанк Казахстана связал слабость тенге с антироссийскими санкциями,economic,2025-01-15,0.014480169949103281,0.08975785605300042,0.8957619739978963
Совкомбанк снизил максимальные ставки по ряду вкладов,economic,2025-01-15,0.010875134751944253,0.8617574442832285,0.1273674209648271
Количество частных инвесторов на Мосбирже превысило 35 млн человек,economic,2025-01-15,0.007605566838670493,0.06398454355717405,0.9284098896041555
"Как оплатить по QR-коду, начисляется ли кешбэк и как вернуть такую оплату",economic,2025-01-15,0.02488777002429374,0.6059183372207014,0.3691938927550048
Госдума одобрила введение периода охлаждения по кредитам для физлиц,economic,2025-01-15,0.023913412118062798,0.5481248835235534,0.4279617043583839
«Финам» назвал акции с наибольшим потенциалом роста на 2025 год,economic,2025-01-15,0.007447849883559784,0.024796227356174153,0.967755922760266
Глава Ростова-на-Дону подал в отставку,political,2025-01-28,0.007254909815101215,0.9427330239201751,0.050012066264723536
Акции ВК выросли на новости о регистрации Банком России акций Skillbox,economic,2025-01-15,0.014093946708890201,0.03161472164646296,0.954291331644647
Курс доллара в 2025 году: было ли разминкой ослабление рубля в 2024-м,economic,2025-01-15,0.011926714278372842,0.17679322437631106,0.8112800613453162
"Индекс Мосбиржи, акции «Русала», российская валюта: дайджест инвестора",economic,2025-01-15,0.007217469051012283,0.06684913122574815,0.9259333997232395
Ставки заимствования по юаням стали отрицательными из-за профицита валюты,economic,2025-01-15,0.021311250065834914,0.6247978029077395,0.3538909470264257
Средняя ставка по вкладам в топ-10 банков снизилась впервые за два месяца,economic,2025-01-14,0.008957943730506502,0.07412472227198844,0.916917333997505
«Велес Капитал» назвал акции с наибольшим потенциалом роста на I квартал,economic,2025-01-14,0.012566210083864158,0.04783826737096298,0.9395955225451729
Инвесторы пожаловались на сложности с доступом в приложения брокеров,economic,2025-01-14,0.010729260405921337,0.8888995888025858,0.10037115079149303
"Сербия на фоне санкций США не будет национализировать ""Нефтяную индустрию""",economic,2025-01-15,0.014192626961563109,0.14923342906840864,0.8365739439700283
Посол Белоруссии Рогожник: товарооборот России и Белоруссии за год вырос на 105%,economic,2025-01-15,0.006770577090220105,0.8905216398874376,0.10270778302234224
"Росстат: инфляция в России в 2024 году составила 9,52%",economic,2025-01-15,0.010218673191533675,0.2090697778740517,0.7807115489344146
"Росстат: в России с начала года подорожала водка, сосиски и макароны подешевели",economic,2025-01-15,0.010184729738983623,0.191105111288895,0.7987101589721213
Минфин США частично разрешил операции с девятью российскими банками,economic,2025-01-15,0.008136616003883466,0.13122976922609786,0.8606336147700185
"Минфин США: под санкции попали 16 физлиц, АО ""Военторг"" и еще десятки компаний",economic,2025-01-15,0.009827476841532424,0.9237054914655314,0.06646703169293625
Глава НБМ Драгу: Молдавия в 2025 году может столкнуться с двузначной инфляцией,economic,2025-01-15,0.006453967768696015,0.9303387668302924,0.06320726540101165
"""АвтоВАЗ"" рассматривает запуск отдельного бренда для коммерческих автомобилей",economic,2025-01-15,0.02337865910693718,0.47455763904650755,0.5020637018465552
Никишина: продукция российского АПК пользуется большим спросом во Вьетнаме,economic,2025-01-15,0.007400119516429787,0.05283006072838834,0.9397698197551818
"""Союзцемент"": биржа не поможет сдержать рост цен на стройматериалы",economic,2025-01-15,0.011957216909107879,0.15153890397200956,0.8365038791188826
Председатель правительства Запорожской области Ирина Гехт покинула пост,political,2025-01-15,0.023614719795535175,0.6376219874369182,0.3387632927675467
"Глава МИД Ирана: Москва и Тегеран будут сотрудничать в космосе, ИИ и медицине",political,2025-01-15,0.0061639995619323824,0.9543350811749474,0.039500919263120264
"Верховный суд ликвидировал партию ""Гражданская Сила"" по иску Минюста",political,2025-01-15,0.016847987340002563,0.7920867688184887,0.19106524384150875
Аракчи назвал укрепление сотрудничества с Россией важным аспектом договора,political,2025-01-15,0.009911814245518388,0.06470843024190653,0.925379755512575
Балицкий: врио главы Энергодара после ухода Сеновоза станет Максим Пухов,political,2025-01-15,0.011779394282317559,0.895256396064412,0.09296420965327046
Песков назвал переговоры с Туадерой первыми международными переговорами Путина,political,2025-01-15,0.01991372609298157,0.9552751051222901,0.024811168784728523
"Песков: РФ и ЦАР развивают отношения во всех сферах, включая безопасность",political,2025-01-15,0.009726154387744131,0.9376173295113139,0.05265651610094191
Глава Энергодара Сеновоз покинул свой пост ради новых задач,political,2025-01-15,0.011262361018853216,0.8479664587535966,0.14077118022755017
"Лихачев сравнил санкции США против руководства ""Росатома"" с наградным листом",political,2025-01-15,0.012966470538918877,0.937232224357249,0.049801305103832266
РФ и Вьетнам выступили против вмешательства во внутренние дела суверенных стран,political,2025-01-15,0.01165384928243199,0.9267103465374616,0.061635804180106335
РФ и Вьетнам договорились продолжить совершенствовать двусторонние отношения,political,2025-01-15,0.012129551712956474,0.12500037525145943,0.8628700730355842
Президент Вьетнама Кыонг поздравил Россию с успехами в президентство Путина,political,2025-01-15,0.006785386633526729,0.1103987792259476,0.8828158341405257
Мишустин: Россия и Вьетнам имеют большой потенциал для развития отношений,political,2025-01-15,0.005408751029014966,0.05518267729352698,0.939408571677458
Лавров и вице-спикер парламента Словакии Данко обсудили конфликт на Украине,political,2025-01-14,0.8503329889468738,0.10401397723734299,0.04565303381578317
Матвиенко: прекращение сотрудничества России и ЕС произошло не по вине Москвы,political,2025-01-14,0.014506972395905099,0.1819958109904352,0.8034972166136597
Глава администрации Ростова-на-Дону Логвиненко опроверг информацию об отставке,political,2025-01-14,0.004258097252532147,0.9752164129511265,0.0205254897963413
"Володин заявил, что некоторые министерства подходят к работе недобросовестно",political,2025-01-14,0.010054869684935519,0.9037396725174418,0.08620545779762272
В Госдуме началось первое пленарное заседание весенней сессии,political,2025-01-14,0.009316105941338446,0.9153699050147424,0.07531398904391906
"Володин сообщил, что обсудил с Путиным планы работы Госдумы в весеннюю сессию",political,2025-01-14,0.005259653633056876,0.9712000901123516,0.023540256254591583
Песков: переговоры Путина и президента Ирана Пезешкиана пройдут в Кремле,political,2025-01-14,0.006369118272168746,0.9685606829409681,0.025070198786863
Рубио заявил о неизбежности уступок в переговорах с Киевом о НАТО,political,2025-01-15,0.029271835752358703,0.9369542525930683,0.033773911654572955
Премьер Катара объявил о прекращении огня в секторе Газа с 19 января,political,2025-01-15,0.015341155730914118,0.8799803232506377,0.10467852101844817
"Трамп заявил, что добьется мира на Ближнем Востоке через силу",political,2025-01-15,0.005420589708866666,0.9559541047067126,0.03862530558442086
ЦАХАЛ объявила о подготовке к приему освобожденных из Газы заложников,political,2025-01-15,0.025009458319191658,0.32953130879591463,0.6454592328848937
SCMP узнал об отказе дочери Трампа и ее мужа переехать в Белый дом,political,2025-01-15,0.007121522546125923,0.9475719460270616,0.0453065314268126
NYT оценила эффект от закрытия «экономической артерии» на Украине,political,2025-01-15,0.042019458406944946,0.08526140570592414,0.872719135887131
Гладков сообщил о повреждениях при обстреле села Тишанка,political,2025-01-15,0.7073746069815539,0.19072719132184057,0.10189820169660559
Губернатор рассказал об эффективности дрона с оптоволоконной связью,political,2025-01-15,0.02589347904564291,0.7445966690310817,0.22950985192327544
"Кандидат в госсекретари США заявил, что «у Киева кончаются украинцы»",political,2025-01-15,0.012159374638892618,0.9476261124775744,0.04021451288353294
В Будапеште рассказали о планах Орбана на день инаугурации Трампа,political,2025-01-15,0.002419911198976529,0.9843983139494232,0.013181774851600379
Зеленский подписал закон о базовой военной службе вместо срочной,political,2025-01-15,0.012403231923121037,0.9400982043146633,0.04749856376221559
Балицкий сообщил об увольнении главы правительства Запорожской области,political,2025-01-15,0.008133720811532408,0.9663122099357511,0.02555406925271654
Трамп анонсировал сделку Израиля и ХАМАС,political,2025-01-15,0.0110855465781012,0.8664975483122237,0.12241690510967508
Израиль заявил о прогрессе в переговорах с ХАМАС,political,2025-01-15,0.016749338816619528,0.9151329127599486,0.06811774842343199
Туск назвал наилучшие гарантии безопасности для Украины после конфликта,political,2025-01-15,0.8303727772467715,0.10145331122016014,0.06817391153306838
Киев отказался от альтернативы членству в НАТО,political,2025-01-15,0.6754367913960883,0.1922014505224933,0.1323617580814185
Эксперты Давосского форума назвали главные риски 2025 года,political,2025-01-15,0.014315332624473692,0.8438409930887223,0.141843674286804
"Фицо предложил наказание для школьника, не пожавшего руку президенту",political,2025-01-15,0.006998512799827204,0.9465509695962278,0.0464505176039452
"Киселев заявил, что не понял, какие его слова задели «армянских братьев»",political,2025-01-15,0.008411357831406592,0.9400556661367832,0.05153297603181008
Импорт Китаем сырой нефти из России стал рекордным в 2024 году,economic,2025-01-20,0.009491723002057171,0.3220794676101554,0.6684288093877875
Власти запланировали создать рынок платной статистики,economic,2025-01-20,0.02086792442815018,0.646818224639645,0.3323138509322047
"Politico узнала, что Трамп подталкивает ЕС к выбору между США и Китаем",economic,2025-01-20,0.0036710474486446464,0.9652850546506037,0.0310438979007518
Китай в 2024 году нарастил закупки нефти и СПГ из России,economic,2025-01-20,0.00655148767270289,0.1234272897059695,0.8700212226213275
В России вступил в силу приказ о скидке 50% на авиабилеты для детей,economic,2025-01-20,0.008338164572604511,0.9123869499496707,0.07927488547772495
В Европе увидели угрозу экономике в возвращении украинских беженцев домой,economic,2025-01-20,0.010569395777108095,0.9304281563846465,0.05900244783824552
Депутат Бессараб напомнила о важности индексации пенсий,economic,2025-01-19,0.022546035263717006,0.6206102146303549,0.35684375010592806
Костин заявил о необходимости «убить» SWIFT,economic,2025-01-19,0.0196407801747421,0.7590381426907328,0.22132107713452512
"Россия втрое уменьшила экспорт овощей, фруктов и орехов в ЕС",economic,2025-01-19,0.008665892179651843,0.08195865394795922,0.9093754538723889
Ефимов рассказал об определении инвесторов для 14 проектов на конкурсах,economic,2025-01-18,0.015325699126125232,0.7398032362374127,0.2448710646364621
"Трамп vs Байден: при ком было лучше доллару, акциям и экономике США",economic,2025-01-18,0.011658533457477126,0.8739118483238437,0.11442961821867925
Минфин США объявил о чрезвычайных мерах против дефолта через три дня,economic,2025-01-18,0.015009797574927602,0.9311474238702317,0.05384277855484074
Россия и Иран согласовали маршрут газопровода через Азербайджан,economic,2025-01-17,0.009325987929100612,0.10883211716948984,0.8818418949014096
Путин призвал к «конкретным делам» в торговле с Ираном,economic,2025-01-17,0.010928423201781123,0.8580932787186488,0.13097829807957015
Глава Приднестровья обратился к Санду из-за газа: «сдержите слово»,economic,2025-01-17,0.00690035046492944,0.951537049204152,0.041562600330918645
Россельхознадзор запретил ввоз продукции животноводства из ЕС из-за ящура,economic,2025-01-17,0.012526368923190869,0.10266567831259144,0.8848079527642178
ЕС импортировал «беспрецедентный объем» российского СПГ,economic,2025-01-17,0.011283499730981991,0.10037344712179438,0.8883430531472235
Акцию по бесплатному проезду электромобилей продлили на 2025 год,economic,2025-01-17,0.013182364251238365,0.10300395496538668,0.883813680783375
Население Китая сократилось третий год подряд,economic,2025-01-17,0.00858940317726584,0.08871089072865242,0.9026997060940818
Сокращение поставок нефти и газа Норвегией связали с «рассветом России»,economic,2025-01-17,0.014803213973638471,0.7508780778716136,0.23431870815474787
ЦБ опустил официальный курс доллара США ниже ₽102,economic,2025-01-20,0.009476444282745421,0.8026967871740058,0.18782676854324878
«Т-Инвестиции» расширили список торгуемых заблокированных бумаг,economic,2025-01-20,0.022111358735862507,0.44462131798883153,0.5332673232753059
"Инаугурация Трампа, индекс Мосбиржи, акции застройщиков: дайджест",economic,2025-01-20,0.007839604418989728,0.8818190954921669,0.11034130008884349
Инвесторы пожаловались властям на налоговые последствия по X5 и «Русагро»,economic,2025-01-20,0.00862582292492172,0.9324168121841895,0.058957364890888854
Самые богатые люди мира: топ-10 миллиардеров на начало 2025 года,economic,2025-01-19,0.005368252951455087,0.054930045187170096,0.9397017018613749
Девальвация: что это и грозит ли она рублю в 2025 году,economic,2025-01-19,0.01659291243509,0.3506131056300112,0.6327939819348989
Дивидендный календарь — 2025: даты выплат по акциям российских компаний,economic,2025-01-19,0.018707335637121084,0.1679852682120708,0.813307396150808
Топ-10 самых высоких ставок по накопительным счетам до 23% годовых,economic,2025-01-18,0.009087570286231585,0.9066562918908535,0.08425613782291475
«Сжатая пружина выстрелит»: как инвестору отыграть инаугурацию Трампа,economic,2025-01-18,0.005574903065706086,0.9486965267264418,0.045728570207852086
Акции застройщиков выросли за день на 15%: почему и что будет дальше,economic,2025-01-17,0.02990499896436336,0.527229422363177,0.44286557867245957
ЦБ повысил официальный курс доллара США и снизил курс евро,economic,2025-01-17,0.00515145369009547,0.9321674318992492,0.06268111441065533
"ЦБ Норвегии начал поиск кандидатов в главы фонда с активами на $1,8 трлн",economic,2025-01-17,0.006343533817493312,0.9597920306931178,0.03386443548938871
Московский кредитный банк снизил ставки по ряду вкладов,economic,2025-01-17,0.010126867339898572,0.13619474354568556,0.8536783891144157
Брокер Райффайзенбанка повысит комиссию за покупку бумаг на бирже до 3%,economic,2025-01-17,0.01906133053797598,0.3046344244293619,0.6763042450326621
Bank of America назвал 7 возможных сюрпризов для инвесторов в 2025 году,economic,2025-01-17,0.012065203933240507,0.08946678868817513,0.8984680073785845
"Нефтегазовые доходы в 2024 году возросли на 26,2 процента, иные выросли на 26,2",economic,2025-01-20,0.014225867051361371,0.15725119500638232,0.8285229379422564
"Нефть дешевеет на 1-1,5% перед инаугурацией Трампа",economic,2025-01-20,0.006026326720597671,0.9445032910384275,0.04947038224097482
Золото подешевело перед началом церемонии инаугурации Трампа,economic,2025-01-20,0.010796419340893206,0.20032295166299913,0.7888806289961077
Эрдоган рассчитывает на переговоры с Путиным по газу для Словакии на этой неделе,economic,2025-01-20,0.011207436228868765,0.960020885521555,0.028771678249576278
Азербайджан возобновил приостановленные 7 января поставки газа в Болгарию,economic,2025-01-20,0.007997720667163928,0.9531551275624659,0.038847151770370125
FT: победа Трампа изменила повестку Всемирного экономического форума в Давосе,economic,2025-01-20,0.005868573674775594,0.9501611575246437,0.043970268800580775
Депутат Полуянова: курс доллара не изменится в связи с инаугурацией Трампа,economic,2025-01-20,0.005333745847123949,0.9468476694705185,0.04781858468235767
Reuters: возвращение Трампа может привести к разморозке западных активов в РФ,economic,2025-01-20,0.008512254763480298,0.9181310412943832,0.07335670394213648
Министр экономического развития ПМР Оболоник: газа в регионе хватит на 11 дней,economic,2025-01-20,0.006045428991715836,0.9401188913643688,0.0538356796439155
Монголия утвердила квоты на импорт животноводческой продукции на 2025 год,economic,2025-01-20,0.01012837493229945,0.11237853980790753,0.877493085259793
После чаепития с четой Байденов в Белом доме Трамп отправится на инаугурацию,political,2025-01-20,0.005393924628968624,0.9587554926653165,0.03585058270571495
Володин предложил подготовить межфракционную инициативу о запрете вейпов,political,2025-01-20,0.009679170417917857,0.8994852947856568,0.0908355347964254
"Путин: Россия исходит из того, что диалог с США будет на равноправной основе",political,2025-01-20,0.005294734112652621,0.9325976120103244,0.06210765387702293
Путин: самое главное в урегулировании на Украине это устранить первопричины,political,2025-01-20,0.03257095873913499,0.9260554369937755,0.04137360426708966
"Путин: власти продолжат бороться за интересы российского народа, это смысл СВО",political,2025-01-20,0.006031666508071187,0.9339105078392902,0.06005782565263844
Путин: Россия никогда не отказывалась от диалога с любой администрацией США,political,2025-01-20,0.0071382706971921265,0.9422591418098409,0.050602587492966915
Путин на заседании с членами Совбеза попросил Лаврова доложить о ситуации в США,political,2025-01-20,0.007457670328170936,0.9213402129340353,0.07120211673779352
Путин предложил членам Совбеза обсудить ситуацию в чувствительных регионах РФ,political,2025-01-20,0.006788799958372127,0.9374453624736607,0.055765837567967144
Путин проводит совещание с членами Совбеза РФ,political,2025-01-20,0.012561275715204425,0.1812816440961515,0.806157080188644
Лавров и глава МИД Армении обсудят двусторонние отношения на встрече 21 января,political,2025-01-20,0.004928928786179164,0.9738274760690495,0.021243595144771327
"Глава МИД Армении отправился с визитом в Москву, где встретится с Лавровым",political,2025-01-20,0.004819663764093209,0.9711213112493747,0.02405902498653218
Политолог Дугин: соглашение с Ираном усилит позиции России в диалоге с США,political,2025-01-20,0.006858684724346524,0.0983620166409969,0.8947792986346566
ABC News: Трамп собрал рекордные 250 млн долларов на инаугурационные мероприятия,political,2025-01-20,0.0167439748542589,0.7103537385952229,0.2729022865505183
Хинштейн возмутился отпуском в Индии курской чиновницы Ирины Мусьял,political,2025-01-20,0.010146733287473415,0.09555554591719778,0.8942977207953288
Володин поручил разработать поправку о праве субъектов определять модель МСУ,political,2025-01-20,0.008595729647118196,0.06479204812603656,0.9266122222268453
"WSJ: речь Трампа на инаугурации будет оптимистичнее, чем перед первым сроком",political,2025-01-20,0.004235972505303195,0.9667482825726446,0.02901574492205218
GT: телефонный разговор Си Цзиньпина и Трампа задал тон отношениям Китая и США,political,2025-01-20,0.0042708875342605795,0.9544141359684265,0.04131497649731283
Навроцкий: упрощенное вступление Украины в ЕС угрожает экономике Польши,political,2025-01-20,0.03581610517247543,0.9151860366784202,0.04899785814910437
«Революция здравого смысла». О чем Трамп говорил в инаугурационной речи,political,2025-01-20,0.009915374715860074,0.2008953262705082,0.7891892990136318
Фицо рассказал Эрдогану о своей встрече с Путиным,political,2025-01-20,0.006849350243936062,0.9372395714683035,0.05591107828776036
"Трамп в инаугурационной речи не упомянул ни Россию, ни Украину",political,2025-01-20,0.038021591917951805,0.8657310506719065,0.09624735741014172
Президенты и миллиардеры на инаугурации Трампа. Фото,political,2025-01-20,0.004552972001312657,0.9618146335001273,0.033632394498559925
Кадры присяги вице-президента США Джей Ди Вэнса,political,2025-01-20,0.007402239916648225,0.9509723495262553,0.04162541055709638
Трамп объявил ЧП в сфере энергетики США,political,2025-01-20,0.016348814140319436,0.6109971037778732,0.3726540820818074
Трамп пообещал вернуть Панамский канал: мы его отдавали не Китаю,political,2025-01-20,0.012943727252969044,0.7880027019058137,0.19905357084121728
Трамп объявил о переименовании Мексиканского залива в Американский,political,2025-01-20,0.011428459557245705,0.09348087320792631,0.895090667234828
США выйдут из Парижского соглашения по климату,political,2025-01-20,0.010229351016345164,0.8945288839222388,0.09524176506141588
Трамп объявил о подготовке миссии США на Марс,political,2025-01-20,0.011172825036287179,0.1471381945309557,0.8416889804327572
Кадры присяги Трампа на пост президента США,political,2025-01-20,0.0035428920760040656,0.9712332267764302,0.02522388114756558
Трамп заявил на инаугурации — «Я миротворец»,political,2025-01-20,0.006603383371621876,0.9461440774472434,0.04725253918113474
"Трамп объявил, что США признают только два гендера",political,2025-01-20,0.011910315400060009,0.16383330333444118,0.8242563812654987
Трамп пообещал объявить наркокартели террористическими организациями,political,2025-01-20,0.013441916129317317,0.14306487942321167,0.8434932044474709
Трамп пообещал «исторические указы» для «революции здравого смысла»,political,2025-01-20,0.009494429370144816,0.8558450777776909,0.1346604928521644
На инаугурацию Трампа пришли три бывших президента,political,2025-01-20,0.005351742480860785,0.964779377623372,0.02986887989576705
Видео с первыми минутами Трампа на должности президента США,political,2025-01-20,0.0033117876799923823,0.9736572993418748,0.023030912978132666
Шварценеггер опроверг слухи об отъезде из США в связи с победой Трампа,political,2025-01-20,0.004352037470819991,0.9675834072701948,0.028064555258985387
Трамп объявил о начале «золотого века Америки»,political,2025-01-20,0.008835868377670688,0.05788591886516557,0.9332782127571637
Промышленный эксперт Хазанов: Трамп будет жестким в отношении экономики России,economic,2025-01-20,0.009964115344077255,0.6352305992601943,0.3548052853957284
"Политолог Давыдова: США, скорее всего, сохранят санкции на энергоресурсы России",economic,2025-01-20,0.013166434130790739,0.16546541324375647,0.8213681526254527
Байден покинул Вашингтон после инаугурации Трампа,political,2025-01-20,0.005899469189083368,0.9529742972060611,0.041126233604855636
На воронежской нефтебазе в Лисках снова возник пожар из-за дрона,political,2025-01-20,0.7527698667790915,0.1354917330717264,0.1117384001491822
Речь Трампа на инаугурации полностью на русском языке. Видео,political,2025-01-20,0.005601627798987286,0.9479012559712023,0.046497116229810474
Новая администрация США закрыла приложение для мигрантов,political,2025-01-20,0.00708147959978941,0.9377240407447108,0.0551944796554998
Зеленский оценил приход к власти Трампа словами о готовности к миру,political,2025-01-20,0.006255917114690529,0.9656279109715672,0.02811617191374219
Bloomberg узнал о возможном закрытии азиатских НПЗ из-за санкций США,economic,2025-01-23,0.010494014320233188,0.1275512791616854,0.8619547065180814
Венгрия предложила Словакии вариант с поставками газа,economic,2025-01-23,0.007815897215674427,0.9661305862934181,0.026053516490907536
Что происходило в торговле России и Китая в 2024 году,economic,2025-01-23,0.007817509402524311,0.1296092924972581,0.8625731981002175
Ефимов анонсировал начало работ на 8 проектах редевелопмента в 2025 году,economic,2025-01-23,0.009738464650757036,0.20184773310548587,0.788413802243757
"ЦБ объяснил, почему инфляция за год разогналась выше прогноза",economic,2025-01-23,0.007378897590833745,0.06727647619592503,0.9253446262132413
Путин назвал успешным 2024 год для российской экономики,economic,2025-01-22,0.015494299543678033,0.14839010933801486,0.8361155911183071
Товарно-сырьевая биржа создаст Национальное биржевое ценовое агентство,economic,2025-01-22,0.009055794549655929,0.07878912139903767,0.9121550840513065
Ефимов рассказал о планах реорганизации части бывшей промзоны «Курьяново»,economic,2025-01-22,0.008124165975955513,0.953343986469856,0.03853184755418847
Путин поручил урегулировать «переезд» компаний из недружественных стран,economic,2025-01-22,0.00838793060437265,0.08973120821413273,0.9018808611814946
Росстат назвал самые подорожавшие продукты за 2024 год,economic,2025-01-22,0.016598778044742947,0.16721838349010118,0.8161828384651559
"В ООН сообщили, что долг США перед организацией составляет $2,8 млрд",economic,2025-01-22,0.010158675692433597,0.947688808942566,0.04215251536500028
«СберИндекс» оценил средние потребительские расходы россиян,economic,2025-01-22,0.013941710291011511,0.08798845867162793,0.8980698310373605
Миллиардер предупредил о грозящей Британии «долговой спирали смерти»,economic,2025-01-21,0.030552278051750807,0.6004969531605615,0.3689507687876877
КС предписал изменить подход к налогам при выходе участника из компании,economic,2025-01-21,0.010563014185233179,0.9066532355092003,0.08278375030556637
Ефимов сообщил о выделении более 20 га в ЗАО на масштабные инвестпроекты,economic,2025-01-21,0.01976028660257048,0.866024758400287,0.11421495499714236
Ефимов сообщил о принятии Москвой 50 решений о редевелопменте в 2024 году,economic,2025-01-21,0.00837757857358516,0.940789300248892,0.05083312117752302
Власти понизили план по инвестициям на фоне высокой ставки,economic,2025-01-21,0.0069884933475790325,0.9367398884294497,0.056271618222971394
Трамп поставил слово «пошлины» в один ряд с любовью и богом,economic,2025-01-21,0.005904933454209752,0.9548461913908137,0.039248875154976416
"Что такое ИСЖ, чем отличается от НСЖ, плюсы и минусы",economic,2025-01-23,0.01524300385616766,0.8511081597839084,0.13364883635992403
ЦБ отметил снижение средней ставки по вкладам в 10 крупнейших банках,economic,2025-01-23,0.007475478420736395,0.06414681504800776,0.9283777065312558
Брокер «Сбера» составил портрет российского инвестора-подростка,economic,2025-01-23,0.008518129344707914,0.08288563899759024,0.9085962316577019
Акции «Софтлайна» упали на 6% после новостей о претензиях кредитора,economic,2025-01-23,0.7025306305952385,0.13873348583756212,0.1587358835671996
«ВТБ Мои Инвестиции» добавили акции «ИКС 5» в топ-10 российских акций,economic,2025-01-23,0.018624522362801134,0.10587906163006094,0.8754964160071379
ЦБ Турции снизил ключевую ставку до 45% годовых,economic,2025-01-23,0.010527938937746438,0.9050706944178911,0.08440136664436258
"Индекс Мосбиржи, акции «Сургутнефтегаза» и ВК: дайджест инвестора",economic,2025-01-23,0.01175517325388116,0.13146181557521847,0.8567830111709004
Индекс S&P 500 обновил исторический рекорд,economic,2025-01-22,0.01962783856201251,0.3024600650361095,0.677912096401878
Почему падает доллар: 7 причин текущего укрепления рубля и прогноз на год,economic,2025-01-22,0.006663554397726029,0.046721406955708276,0.9466150386465656
Официальный курс доллара США упал ниже ₽99 впервые за два месяца,economic,2025-01-22,0.012342665695160137,0.8958683087381109,0.09178902556672912
Что такое страховая пенсия: размер в 2025 году и формула расчета,economic,2025-01-22,0.011385266982169672,0.8448371442525766,0.14377758876525373
Что такое прибыль: что и как влияет на финансовый результат,economic,2025-01-22,0.015292348349171167,0.8506329030879712,0.13407474856285764
Мосбиржа сузит ценовые границы для акций и ОФЗ на утренних торгах,economic,2025-01-22,0.009823115508867473,0.06666536197007009,0.9235115225210625
Товарно-сырьевая биржа запланировала запуск фьючерсов на бензин в феврале,economic,2025-01-22,0.00929504296076631,0.08420736308790028,0.9064975939513334
Товарно-сырьевая биржа заменит непроизносимое СПбМТСБ простыми словами,economic,2025-01-22,0.009628394962540093,0.8867238796591282,0.10364772537833172
Игорь Шувалов: сегодня для предпринимателей открылись новые рыночные ниши,economic,2025-01-23,0.009631379877256463,0.9169863383174435,0.07338228180530018
Путин поручил пересмотреть нормативную базу по морским перевозкам нефти,economic,2025-01-23,0.008130536401216679,0.0965397924703988,0.8953296711283846
Путин попросил экспертов спрогнозировать шаги для технологического прорыва,economic,2025-01-23,0.008893215282145591,0.08647041412711043,0.9046363705907439
Путин призвал предпринимателей к конкретным делам для технологического развития,economic,2025-01-23,0.006606868370019214,0.9340155306113375,0.05937760101864345
